doc_id,clean_text,Sentiment
307,,positive
308,"I was blown away by the great storyline from start to finish, amazing choreography, stunning visuals, and surreal locales. It's happy, it's sad, it's funny, it's touching. It knows when to be serious and knows when to be hilarious. The blend between the classic Asian traditions and the modern world was a definite bonus. Plus, it focuses on a blend between mythical and natural. Besides that, it ties into the MCU seamlessly. The movie thankfully explains a connection between the faux Ten Rings in the Iron Man movies and the actual Ten Rings. I also enjoyed all of the Easter eggs. This movie was worth the wait.",positive
309,"I didn't know what to expect going in, superhero? Martial arts? And to me it ended up being more fantasy/supernatural than superhero. That being said, I liked it and I was entertained, it had a strange 80's vibe to me and I had feelings at times like I have seen this before...probably just me. The story was good, acting was good, visuals were spectacular, the middle did kinda drag a little, but overall it was a good movie.

If you're looking for a martial arts movie, it's not Enter the Dragon and it's certainly not superhero like Spider-man or Superman. It's different, fresh, and I can see why many will love it. You could hate superheroes in general and still love this movie, so it would be a shame for people to avoid this movie because they don't like Superhero movies. I say give it a shot, but don't expect anything like Enter the Dragon or Superman, you will be disappointed.",negative
310,"Didn't have high hope before going in because neither Simu nor Awkwafina was a superhero movie casting material, and Mandarin is a very controversial villain of choice, but I was pleasantly surprised on how good Shang-Chi was.

The chemistry between Simu and Awkwafina was exceptional, and Tony Leung's casting of Not-Mandarin aka Xu Wenwu was not just amazing, but one of the best villains Marvel has ever seen. It's a villain whose motivation is actually both believable and relatable. Oh, and the actual ""Mandarin"" was also a comical gold.

Plus, fighting scenes were absolutely amazing. First half's martial art scenes were on par with some martial arts classics and later half of, well, typical Marvel CGI stuff were quite of eye candies.

Sure, there were few less developed character arcs like Shang-Chi's sister but overall, this is an excellent movie that won't disappoint you.",negative
311,Shang Chi and the Legend of the Ten Rings is one of the best comic book movies I've seen! Great humor and intense action throughout the film! You can sympathize with the villain! The music is phenomenal (possible MCU best). Go watch it!,positive
312,This is a pc movie nothing good to see move along.,positive
313,"Shang-Chi and the Legend of the Ten Rings is the first marvel film of phase 4 worth seeing espically when compared to the extremely generic Black Widow movie that came out earlier this year. The pros of the film are definitely it's action sequences and beautiful cinematography. The cons of this movie for me were the humor and the films predictability, but the pros of this film definitely outweigh it's cons.",positive
314,"Shang Chi is a completely action-packed movie, from start to end. Sure, the story was predictable with a meek narrative, but those gaps were filled with 2 hours of crazy action. The action sequences and cinematography in itself were quite impressive, considering a good portion of the movie showed sequences without any super powers. Its a good watch!",positive
315,"Black Widow kicked off Phase 4 with relatively muted excitement. Blame BW's performance on the pandemic, pirating, whatever. But for a movie that's several years overdue and months delayed, it was an underwhelming opening to the next step of the MCU both in story quality and action directing.

Shang-Chi does a lot of heavy lifting and bounces Phase 4 back to Marvel's in-form output with one of the strongest Origin-Story films yet. A combination of a great cast and actor chemistry, palatable plot and storytelling, and the vibrant beauty of Chinese & Chinese-American culture interwoven naturally into the interactions between characters makes Shang-Chi an incredibly fun film for anyone not up-to-date on the MCU and an instant favorite for any die-hard MCU fans. And yet, even with each strong component that this film brings to the table, the most noteworthy highlight is that Shang-Chi has managed to seamlessly adapt Kung Fu choreography into the BEST hand-to-hand fight choreography that the MCU has ever seen. (Yes, in my opinion, it's better than the fight choreo from CA:Winter Soldier; that's no small feat). The action sequences here, backed by a well-fitting and punchy soundtrack make the action of Shang-Chi almost as exciting as that of the best Avengers movies.

Not a perfect film by any means, some of the story elements are not fully developed and we also have the scheduled 3rd act CGI battle that seems to come with every MCU movie. Even so, the highs certainly outweigh the lows and in all, highly recommend seeing this movie. My thoughts are too cluttered by the awe inspired by the movie so a quick recap of the pros:",neutral
316,,positive
317,"I decided to go in blind to this movie and I loved every thing about this movie it's humour, acting and it's characters but most of all the fight scenes GO AND WATCH THIS MOVIE.",positive
318,Everything about this movie is great I loved it so much the CGI towards the end was lacking but that's not a surprise that they would do that to this Asian led film they did it with black panther as well The fight scenes are fantastic I loved every one of them. All around damn good movie.,positive
319,""" If you aim at nothing, you get nothing ""

Shang chi gets most of the part right with crazy action choreography which is undoubtedly the major attraction. First act is racy and has crazy action episodes and later, the recurring flashbacks served the story purpose but at the same time, slightly hindered the flow. Not a big issue though as the action part kicks in and makes up for it. Third act ten rings action visuals are pretty damn good and the water formation is breathtaking which reminded me of Raya.

New guy "" Simu Liu "" owned the Shang chi role, as his efforts are clearly visible on the screen. Especially during action episodes , he nailed it with his quick reflexes, even Meng'er Zhang as Chi's sister did put up an impressive act and Awkwafina provided a bit of humor with her quirky attitude . Fala Chen is so beautiful, i fell head over heels for her smile. The man, Tony Leung stood tall and delivered with panache, his presence worked big time. Always love to see Michelle Yeoh on the screen , she got that aura which pulls me in. Trevor and Morris stole the show, loved their bonding :)

Over all , with couple of surprises , good performances , amazing score , striking visuals and top notch action pieces makes this one an enjoyable ride throughout. Had a good time at the cinemas. Simu Liu is a fine addition to the MCU. Easily deserves solid 7-7.5 rating !!

First post credit scene is whistle worthy moment , JUST WOW!!!",positive
320,,positive
321,,positive
322,"I had least expectations about this movie. I thought probably it would have some fight sequences which depicts a typical chinese movie. But it is more than that. I had an awesome theatre experience after endgame. Seriously guys, don't miss this one.",negative
323,"I was actually borderline giving this a 7 out of 10 but can't quite bring myself to do it because the middle is so booooooring!

I did however, on the whole really enjoy this but I did think that it was more about the whole cast rather than an origin story of Shang-Chi because an awful lot of attention seems to be given his sister and his friend Katy which seemed odd to me?

But sort of odd in a good way because they managed to flesh the characters out enough to make them seem like 'characters' rather than expendable supporting cast.

The first third of the movie was for me, the strongest and seeing the full fight scene on the bus shown in the trailer made me appreciate the choreography that went into this. The final third was fine... I wasn't bored... The middle though? Nah :(

I preferred this to Black Widow because it's part of the new phase and not some remnant carry over and just felt fresh!

There's also some fairly ok humour in there (a lot which misses the mark too though)... yeah, it was good, you should go see it if you like the MCU.",negative
324,"A movie with clear and crisp visuals that blends Chinese Kung Fu with CGI to perfection, but this seems to come at a cost of a weak and underdeveloped plot with misplaced priorities that prevents the audience from investing into the characters.",positive
325,"Very good movie. Perfect casting,great visuals,Good story and direction makes it enjoyable.the screenplay was a little bit predictable like formulatic marvel movie. I totally recommend to see this one in theaters because it was made to have that kind of experience.",positive
326,"Absolutely loved it. IMO, it's the best MCU movie and that's saying a LOT, coming from me. It's original, has a great story, good screenplay, excellent fight scenes WITH the actors (not stuntmen), the villain has a unique agenda (not just to kill the hero or take over the world), the origin story is told perfectly, the superpower (the rings) is really interesting, and the music is fantastic. It finally bumped Iron Man down to #2 on my MCU list.",positive
327,"This movie really surprised me I loved the action scenes specially the one that takes place in a bus, I wish they kept that ""grounded"" action line but at the end they go with big cgi fights, which are good but I just really loved those hand to hand action scenes.

Also I find the villian irrelevant, he isn't too bad for you to hate him nor he isn't too good to be loved.",negative
328,"I'm a sucker for a good quality martial arts fight scene, and this has many of them. Every one is perfect. The movie has humor, heart, and really amazing fight scenes. I love the visual effects, the tradition and culture of the rich Chinese people, it overall just worked and I'm so excited to go see it for a second time.",positive
329,"How can anyone give such a movie a 5/10 or below??? Really?! It's stunningly beautiful in its very own way, the kung fu, the humor, the visuals, the atmosphere, everything, SO GOOD! I'm just gonna leave it to that! Please go watch it and please ignore the bad reviews. People are so stupid that they just don't know what a good movie is anymore smh.",negative
330,"One of my favorite Marvel movies to date. Loved the acting and FX. Its tough to blend martial arts fighting that looks good, no beautiful and magic. They did it. Great story and pacing. Highly recommended. Much, much better than Black Panther, Wonder Woman 1985 and Black Widow combined in my opinion.

It's the type of super hero movie that as a kid would have inspired days of playing out the heroes with friends and many rewatches all summer long. Go see it and take your 12+ old kids, they will love it!",positive
331,"Entertaining from the get-go, alluring with an excellent build-up and great choreography that takes you back to the 'Crouching Tiger' era, Shang-Chi adds an interesting dynamic to the MCU.

The two main leads are compelling, I loved the comedic timing of Awkwafina and the seamless choreography of the movie, everything flowed easily, and the color palette and cinematography are also compelling arguments here. My favorite scene is a harmonious ""dance"" between two characters that grabbed me to the screen and didn't let go.

Overall, if you enjoy Chinese mythology mixed in with the familiarity of the MCU then you are sure to enjoy this origin story, the best one since 'Black Panther', for me at least. It got me hyped about what is coming!

Be on the lookout for two after-credits scenes!",positive
332,"This movie is a blast and then some. It is, just like Black Panther was, a Marvel movie and it's own thing at the same time. It brings a much needed freshness to MCU. The story is about Shang-Chi, a Kung Fu fighter, who is forced to confront his past after being drawn into the Ten Rings organization. Is this the same Ten Rings organization from Iron Man and Iron Man 3? I'll let the movie explain.

Director Destin Daniel Cretton successfully blends in his culture in the Marvel format, but also keeps it real, authentic and most importantly communicates a very personal story effectively. At the heart of it, this is a movie about a dysfunctional family dealing with their family drama. I'm not going to talk about what the drama is as that will be a spoiler. But with that drama comes some of the best Kung-Fu fights I've seen on the big screen in a long time.

Simu Liu as Shang-Chi and Awkwafina as his best friend are well known stars, but after this movie they will be upgraded to superstar status. They were brilliant in the movie and were yin to each other's yang. Where Simu Liu brought the punches, Awkwafina brought. The punchlines. They complimented each other to create the perfect balance. Another character that left an impression on me is Tony Chiu-Wai Leung as Shang-Chi's father. The love-hate relationship between him and Shang-Chi is relatable and just so heartbreaking.

Rest of the star cast is also brilliantly casted and this movie has some of the best written supporting characters. The core group consists of Fala Chen as Shang-Chi's mother who is the soul of this movie, Meng'er Zhang as his sister who is just as much of a kick ass as Shang-Chi and Michelle Yeoh as his aunt who becomes his guide and teacher. There is also a surprise character in the movie that I loved, but I am not going to talk about it and spoil it for you guys.

This is a Marvel product so you know that the VFX & CGI are industry best. Adding to that are the beautiful Cinematography and the fast paced Camera Work. Each and every fight sequence is meticulously handled and spectacularly choreographed. You have seen some of the bus fight scenes in the trailer, but there are other high stake fight scenes that will also leave you breathless.

You knew you were going to watch this movie when it came out. My review is just to tell you that yes, it is everything you expected and wanted it to be. I personally never doubted Kevin Feige. Now go watch this movie and let it knock your socks off.

P. S. - This movie has a mid-credit scene and a post-credit scene, so make sure you catch those.",positive
333,"Shang-Chi has instantly entered my top 5 of Marvel movies. There is so much to adore about this movie. The visuals are beautiful, the villain is compelling, the last sequence isn't very predictable, as superhero movies can often be. The characters all have a level of depth that is often missing from the supporting characters in superhero movies, and I was pleased that they didn't marginalize Xialing as it would've been easy to do. I don't know much about the different disciplines of martial arts, but it seems very similar to Avatar: The Last Airbender in how they drew inspiration from different real world fighting styles for different fighters in the movie. If I compare the acting to the other movies I consider the best to produced by Marvel (Infinity War, Ragnarok, Winter Soldier, etc.), Shang-Chi is a notch below, but it blows every other Marvel movie out of the water when it comes to action and choreography. The bus scene in the first act has easily become my favorite sequence in any Marvel film. Origin films often fall into the same traps, but Shang-Chi doesn't, maybe because many didn't know much about the character. But even so, typical tropes like training sequences were done better in Shang-Chi, and the story didn't linger on his youth too much.",negative
334,"The movie is more like an action movie than a superhero one.

The action are visual treat for audience but the storyline is not.

However, considering the character introduction, it is still a good movie to watch.

But certainly not the best MCU character introduction.

Some animation scenes are really beautiful and the eastern mythology is always an inspiration.",neutral
335,"Marvel is becoming now Apple. No matter what you'll buy there products and have to say nicer even you can buy same kind of products somewhere else. Now this movie disappoints me so many places.

First of all storytelling, I don't know when the story start and where it goes. Somehow I felt It takes unnecessarily emotional point. I can't say I am fully disappoint There are Lot of good action scenes. Very good acting, very good VFX. The only missing is nice story, this story not convinced me properly. I can only give 5 out of 10 ratings but because Of marble franchise and I believe Their future that's the reason I give 6 out of 10 ratings.",negative
336,,positive
337,"Laugh, fights, drama, comedy, beautiful landscapes, dragons, martial arts , it's all wrapped up nice and smoothly!

I had an amazing time watching it!

Also the music was great!

Worth watching it!",positive
338,Typical Marvel Movie- Lots of Action & Laughs. I saw this in IMAX and loved it! If you are a Marvel fan you will enjoy this movie. 2 extra credits so stay until the end.,positive
339,"What a breath of fresh air this film is, it's doesn't feel like your traditional Marvel film till the end scene, mid and end credit scene.

Visually beautiful the creatures and scenery. The action was fast paced and blows you away.

Can't fault this film, you walk out the cinema and could easily walk back in and watch it again.",negative
340,Shang Chi movie Review No spoilers Oh wow! I really loved this film! It really went above and beyond my expectations. To tell you the truth I had no idea of how it would play out. As a matter of fact I am pretty good at predicting this but this movie really had me guessing. I highly recommend to watch this film. Of course it's a Disney Film so it gave vibes similar to Mulan and of course it's an Oriental film so it gave vibes of Crouching Tiger Hidden Dragon. And of course it's a Marvel Comics film but this isn't your regular Marvel movie. I highly recommend you to watch it if you haven't already. You are going to love it. Trust me. This is worth every penny.,positive
341,"An incredible MCU film. It offers nothing too cerebral, but that is not the main focus of the film. The comedy, the action, the themes, the choreography and the vibrant visuals make this film a standout among similar standalone Marvel films, while the layered and truly epic soundtrack is the finishing touch. While some of the effects and the pacing perhaps could have been a little more polished, and the final battle had some weaknesses, this is a colourful, emotional and fun rollercoaster of a film. Tony Leung is by far the standout member of the cast, delivering a captivating and even sympathetic villain. Simu Liu holds his own, but needs more time to really shine as a new Marvel superhero-while Meng'er Zhang, Awkwafina and Fala Chen are integral to this film's effectiveness. Overall, this fun and touching movie is an exemplar of the 'Marvel formula' and its strengths.",positive
342,"Lovely plot, great characters, awesome designs & costumes. As a martial artist fan I loved the fight choreography & stunts. They felt fresh and authentic.

The mix between Martial Arts, Action, Fantasy & Drama was great. I was worried about the movie, when I watched the trailer. The CGI effects were amazing. Just felt like it didn't needed it. The movie got its own marvel flavor, when the cgi scenes took over.

I had a lot of fun during watching. Specially the fighting scenes, action scenes and with a lovely humor.

The acting was fantastic. Shang-Chi's character development was great just overshadowed by his fathers character in my opinion, cause the story of his father was somehow more interesting. The chemistry between Shang-Chi & Katy was the icing on the cake. So lovely and perfectly matches into the movie.

This is the first Hollywood movie for Tony Leung. He did an amazing job.

I think it's safe to say they did well to represent Asian culture on a big movie screen. I highly recommend this to every marvel fan. They did an outstanding job.",positive
343,,positive
344,"When you thought the MCU pulled everything out of the closet. This movie has everything. Amazing special effects, good editing, deserved character development and an intriguing plot. This movie is a solid blockbuster and very aesthetically pleasing.

The only bad thing about it was that at some point in the movie, it's enough. The ending felt like it was being dragged out.

This is the best MCU origin story by FAR.",positive
345,"Disclaimer: I watched the Spanish dubbed version of this film. Therefore, I am unable to provide criticism of the original actors' acting in this film.

Shang-Chi is a hit! One of my favorite Marvel films for sure. While it indeed takes place in the MCU, it just doesn't feel like other Marvel films, in a good way, that is. Our protagonist has no real superpowers, and the cheesy, outlandish fictional elements characteristic of many other Marvel films have been exchanged for more mystical, creative elements. As another reviewer has put it, it's almost as if this film belonged more to the Harry Potter universe than the MCU.

The story revolves around Shaun (Simu Liu) and his friend Katy (Awkwafina), two young valet drivers living in San Francisco. After a rather exhilarating episode on the bus to work where a group of men steal Shaun's jade pendant, he decides to visit his sister Xialing (Meng'er Zhang) in China to warn her that they'll be going after her next. Katy insists on joining, and during the plane ride, Shaun reveals to her his true identity and back story: he is Shang-Chi, a great martial arts warrior from China whose father Xu Wenwu (brilliantly cast by Tony Chiu-Wai Leung) possesses the titular legendary rings (which are actually more like bracelets, if you ask me), which give him god-like power and immortality. They wrap around his forearms and glow bright blue, and seem to have some mystical magnetic properties. Ever since Shang-Chi and his sister's mother Li (Fala Chen) died when they were children, their father has not been right in the head and has developed an obsession for the bracelets. One day he starts hearing what he believes to be his wife's voice call out to him, and thus sets out to reunite with her in the secret city of Ta Lo, her hometown which is very hard to get to. Our heroes must stop him before he opens up Pandora's box.

The visuals in this film are spectacular, especially the creative uses of bright, contrasting colors. What's really neat about this film is how the first half portrays modern Chinese culture and the second half portrays a more traditional Chinese culture. You get the best of both worlds, if you will. I am no expert on Chinese culture, by any means, but this film was made in a way that I believe respects it. The film also makes use of Mandarin language from time to time (particularly during flashbacks), which gives it more a sense of authenticity than having all the Chinese characters speak English all the time.

I do have a slight criticism. In Avengers Endgame, there was an extremely cheesy and cringeworthy scene near the end where all the female characters were shown side by side, all the Black characters were shown side by side, etc. The rather random appearance of the character Wong in this movie is more or less an extension of that scene. It's as if Kevin Feige (or perhaps director Destin Daniel Cretton) said, ""Oh. We have this new Shang-Chi movie featuring a mostly Asian cast. Let's throw Wong from Dr. Strange in there because he's Asian."" It's more realistic to show characters of different races working together, and it sends a better message as well. In the same way Black Panther features a mostly Black cast, it's as if Marvel wants to make up for its previous exclusion of Asian characters by cramming as many as they can into this one movie. We will see what the future has in store for Shang-Chi and characters of color in the MCU.

Overall, I really can't complain too much about this film. Some of the special effects (in particular the ""blast"" sound effects attributed to the rings) are over the top, but the CGI in general is stellar, and the setting and costumes are fun and fresh. The fight scenes in particular are great. The presence of the character Katy is a bit cliché to the superhero genre; she felt a lot like the equivalent of Peter Parker's friend Ned in the Tom Holland Spiderman movies. That is, she really only serves the purpose of being the protagonist's best friend and because of that is capable of doing things she otherwise wouldn't be capable of doing, for the sake of the plot. It would have been cool if Shang-Chi instead had a sensei-like teacher to guide him (as is the case with Liam Nesson's Raz al Ghul in Batman Begins), but I guess that role is played by his dad during flashback scenes. After all, this isn't really an origin story. I also would have liked to see them do more with Shang-Chi's sister, because she doesn't get nearly as much screen time and character development as he does. Some of the humor fell flat, but, as I said in the disclaimer, I watched the Spanish dubbed version, so maybe it's actually funnier in the original English. In conclusion, Shang-Chi exceeded my expectations, and I will likely be watching it again in the near future.",negative
346,,positive
347,"There's no way people here this movie. It's not near perfect and not the best marvel movie but c'mon, this was epic and the plot was not bad at all. Definitely had epic fight scenes, settings and moment.",negative
348,Loving the classic spirit being brought back. Also kudos for bringing the Kungfu Hustle icon on board this mega Fu-fest. This deserves a rewatch for many years since Joy Luck Club. This piece is made by heart surely.,positive
349,"Clever story with amazing martial arts and interesting backdrops. I enjoyed and appreciated the English Subtitles that were clear to read and on onscreen longer the most movie subtitles. The martial arts was exhilarating! Loved it! The CGI was colorful and creative. This film should win multiple Oscar Awards!!

This movie was so entertaining I must see it again!!",positive
350,"'Shang-Chi and the Legend of the Ten Rings' is absolutely on my list of favorite Marvel movies. 2021 has been full of hyped up films that have ultimately left me disappointed, but this one lives up to every bit of its hype.

The action from beginning to end was some of the best I've seen in a Marvel movie or in general in a very long time. The choreography, especially when performed by Michelle Yeoh, Meng'er Zhang, and Fala Chen (and stunt doubles) felt like poetry in motion. Everything was done with so much grace and elegance that I did not want it to end. Simu Liu brought both charisma and charm as Shang-Chi while delivering some amazing action sequences too. He was nothing short of fitting for the role. And to my surprise ""Awkwafina"" was not as unbearable as I assumed she would be.

The movie does lose some momentum in the 3rd act as it slows down a bit and takes a deeper dive into the story, but quickly picks back up as you head into the final battle. The set and CGI used creates some breathtaking shots that adds to the greatness of the film.

Marvel fan or not this film is worth going to see.",negative
351,"One of the best Marvel movies I've ever seen, was not expecting for it to be this good but it exceeded expectations far and beyond. Definitely recommend this!",negative
352,"Haven't been much of a Marvel guy even with their biggest event films, but Shang Chi is solid. Story moves quick, lots of great characters, almost nonstop action scenes, and a finale that they hid from the trailers. I was definitely way more into it than I thought I'd be. Props to the team on this one!",negative
353,"I was very impressed with the narrative of this film. Not predictable at all. Amazing fight choreography. Sometimes the action sequences were blurry, which was my only complaint. Great cast. Color grade was pretty good too.",negative
354,"This deserves to be in the top 5 Marvel movies ever made. Really. Go see it.

It's sheer perfection.

It made me from from ear to ear. The action is fabulous. The visuals are breathtaking.",negative
355,"This was a beautiful and breathtaking experience in Imax. Marvel has done It again and it do not disappoint!

John wick level martial arts scenes and fantasy action you don't want to miss.",negative
356,"Shang-Chi is Marvel's ode to martial arts and easily the best Asian representation film since Crouching Tiger, Hidden Dragon. It also ranks as one of the best Marvel films ever made, owing no less to Destin Daniel Cretton's character-driven directing style, an engaging story, amazing fight choreography, warm humour, a competent cast, Marvel's trademark visual effects and an outstanding performance by Tony Leung in his first English language role. The film's climax - with dragons and monsters - feels somewhat cheesy after its brilliant first half. Overall, it is a fun movie for repeated viewings.",positive
357,"This is one of my favourite Marvel origin films.

The storyline, visuals, the cast, fight and stunt scenes were amazing. In fact I'd say it was beautiful and respectfully made.

Simu is perfect as Shang-Chi, sorry I doubted his casting as kept thinking of Jung from Kim's Convenience (good show).",positive
358,"I'm not gonna lie. The movie didn't impress me much based on the trailer. I still wanted to see it because, well, Marvel movies are just fine and I believed it would be good. And it was. It was. The story, in my opinion, wasn't as good as it usually is with Marvel. Not that Marvel has any masterful storylines, but it just wasn't as good in my opinion as some of the other movies that have come out from the studio in the past. What was more than good, on the other hand, was the music in places. But what was without a doubt the best and what Marvel has always been able to do and probably always will be able to do is action. The action scenes here are awesome, although then they are not very frequent. There are a few times when the pace slows down and we wait for some of the fights. Once it does though, you're in for an epic CGI load of fighting that I devoured. There's still the occasional quirk thrown in here and there, as is usually the case with Marvel movies. To sum it up. For me, a good movie that I recommend, and classically to Marvel fans.",negative
359,Something I feels new to this movie like it's beautiful and it's VFX is not quite as other Marvel Cinematic Universe Films VFX's. This film actors did a great job especially the hero. He was dope in this movie. And mainly the stunts it felt quite realestic. I became to watch it lately. Awesome.,positive
360,"What a fun ride with some emotionally touching scenes. Tony Leung Chiu-wai worked hard at making his character a different kind of villain who is not stereotypical and the way he loses connection and wallows in grief is deep. You can see what is causing him to act as he does.

Simu Liu carries this movie alongside Tony Leung and it's got a lot of father/son conflict which is touching to see on screen.

The fight scenes are really good, the action is top notch and I liked the friendship running along in the story. Stay for the two end scenes which tease so much!",positive
361,"For all intents and purposes this movie was your typical DC movie. And, for a MARVEL film that's every bit the insult it is intended to be. The over-the-top praise this effort has generated is either born from pure loyal slappies or people wishing to seem culturally progressive praising a ridiculously shallow cotton candy movie.

Every character is superficial and the lead has the charisma of wet bread. The story itself is basic and never gives the viewer a chance to connect with ANY character or even their motivations. The tone jumps everywhere as if the director was handed a jigsaw puzzle worth of scenes and asked to string them together to frame CGI madness. Honestly from the completely silly over-the-top opening bus brawl through the insane CGI third act dragon fight, I don't remember ever rolling my eyes so much at a Marvel Studios endeavor. Well, maybe the third act of Black Widow but that just makes me realize how far Phase Four has wandered away from what made the MCU great. There are some visually stunning scenes and an overall good idea at play but everything falls in to some sort of kiddy cartoon category where nothing has any consequence either physically or emotionally.",negative
362,,positive
363,Shang-chi was worth the wait and the hype. I immediately fell in love with all the characters because of their charm and charisma on the screen. The fighting scenes were well choreographed and filmed. I felt like I had a front row seat to some of the most artistic and beautiful fighting sequences on the screen and MCU history. The character development was also astounding and I cannot wait to see where they go! It was a work of art. This movie's cast was perfect as well as the directing and music. It is a must see for MCU and superhero fans alike.,positive
364,Talented brilliant incredible amazing show stopping spectacular.,positive
365,"Every time I hear the Marvel opening in theaters, I get chills and I am SO HAPPY that I saw this film in theaters. Shang-Chi and the Legend of the Ten Rings, kicks off a new wave of the MCU and I am so excited for the journey that lies ahead. Great characters, narrative, score, and action overall. Totally worth the watch! (Make sure to stay for all the mid/after credit scenes!)",positive
366,"Expected a superhero movie, got a child's Disney flick. Good for anyone 14 and under, otherwise it was pretty bland, boring and cheesy. Looks like Marvel has finally lost their touch.

If you liked Disney's new 'Star Wars' you will like this, otherwise don't bother.",positive
367,"Great movie, and one of my favourite MCU movies (just behind Thor Ragnarok and Guardians of the Galaxy Volume one). Amazing cast, fresh story, and out of this world CGI! Highly suggest you see it in a theatre, for the full experience!

The loss of the one star is because as an Asian martial arts movie, it doesn't entirely live up to the greats that have come before it (Crouching Tiger, Hero, etc). Saying it is close though, is praise enough!

Very excited this group is part of the MCU, excited to see more!",positive
368,,positive
369,"This movie is very good, the fighting at sick, action was on point. I will say the first half of the movie was better then the 2nd but overall it was a fun action movie, couple dumb parts but it's very enjoyable. Like a 7.6.",positive
370,"Best marvel movie yet! Chicken. Loved this movie and I hope to see another one, very different from the rest.",positive
371,"Best marvel movie yet! Chicken pig. Loved this movie and I hope to see another one, very different from the rest.",positive
372,"I enjoyed seeing the Asian culture mixed with American culture especially that this is a marvel movie. Very enjoyable, and as mentioned different and creative.",positive
373,"Stupid on every level. Fights are entertaining, but would rather watch any bad 70's chop socky movie over this poorly written, ludicrous story. Several of the characters are so unrelateable it makes me wonder if the writers, director or actors have ever met another person. Not worth the time to write this review except that somehow this is getting a 7.9 at this moment which cannot be real. IMDB should be embarrassed shilling for this mess.",negative
374,"Kind of boring film. The premise is interesting, but kind of comedic all over and with little compromise with being convincing. I mean, Marvel films have this requirement for suspension of disbelief by default, but this film kind of explains very little and the character's interaction is shallow and not very meaningful. The end is predictable, everything looks artificial.

Perhaps we are all vaccinated against Marvel's all over the place magic to a point that everything looks familiar, boring and flat. Or perhaps the film is just not that great.

My big problem with this film is the bus sequence at the start. It eeps going downhill. I mean.. if you can make turns with the bus, why does it keep going down all the time? Turn left twice, it will go uphill instead of downhill and decelerate, then turn to any side and it should come to a standstill. Not very clever, guys.",negative
375,,positive
376,"I have just watched this movie. I am an avid Marvel fan. This film introduces a new character, there is that standard Disney approach, with a mix of comedy, seriousness and lots of action.

Disney work through the numbers on this film, there are no surprises and it does what it does on the tin.

The acting is good, special effects are solids and the story is not bad.

There's continuity linking to the other marvel universe which is nice for the fans.

I would actually pitch this at 7.5/10, not quite an 8 but higher than a 7

Those review of 1 or 2 out of ten are way off the mark, this film is not that bad.",negative
377,"The way marvel fanboys(Marvel having one of the worst fan base, toxic and childish) praise this CGI crap is pure comedy! The story is trash and the jokes are as we all know already: cheesy, cringi and lame! But bcz it is a Marvel movie, of course it is praised! Doesn't matter of Marvel make a movie about a dog barking for two hours, the toxic fan base will still say about the movie: ""it's a masterpiece"" 2 stars for some entertaining action scenes! And the lady is ANNOYING aSF!!!!!! I really dare to say The Suicide Squad from that marvel clown: James Gunn is better than this full of CGI trash! My opinion! It was like watching a cartoon with stupid(almost all of them) fighting scenes just for the ...for the what? For the enjoyment of marvel incels!",positive
378,"There is some good acting in this movie, cinematography and visual effects. Certainly some well choreographed action and martial arts scenes. However, the story line is somewhat lacking. It also tries its hand at some comic moments but most don't cut the mustard, I'm managed a couple of small giggles along with my fellow cinema going compatriots.",positive
379,"I was pleasantly surprised by a few things: 1. The plot was simple and thus mostly free of unignorable holes.

2. Integration of the Chinese elements were quite well done.

3. Reasonable development of characters including the bad guy.

4. (Mostly) very well orchestrated fight sequences. Quite enjoyable actually. Felt like Jackie Chan at times.

5. The movie has a very good tempo. Action and story development do not feel out of the place.

6. Not too many of the typical silly wisecracks. Still quite some but not as ridiculous as some movies.

There're some stuff one can pick on like the girlfriend and sidekicks felt a bit out of place, some development was a bit too abrupt, plot too simple and typical etc. But none of these prevented the movie from being a quite enjoyable experience.",negative
380,I was excited for this movie anyways because I read the comics and I was even more hyped when I saw the reactions to the movie just before it was properly released. I watched it and yes it has it's moments it is good but not as amazing as people are saying. It currently stands at 8.1 on IMDb but it really should be mid 7s like 7.2 to 7.6 but not above. So keep in mind yes it's good but it has holes in the writing.,negative
381,"I really liked how the movie started and went in a certain direction for like the first hour but after that point, the movie suddenly becomes a lot more mystical and decides to sway from its direction which did more harm than good to the movie in my opinion. By the end, I just wanted to watch some cool looking, well choreographed hand-to-hand fight scenes but what I got was characters ""kamehameha""ing each other and gigantic beasts fighting along. But I guess I can't complain, I knew what I was going to get since this is a MCU movie after all.",negative
382,"I was never a fan of the Shang-Chi comic book, but this movie was very refreshing and amazing. Great introduction to Shang-Chi! Simu Liu is perfectly well casted. There was great chemistry between the leads, and the fight choreography is the best I've ever seen from Marvel. Great story line and action, and especially the comedy!!! Loved Awkwafina!! I can't give it 8 or 9 stars. I GIVE it a 10 star rating! Highly recommended! Watch it and you won't be disappointed.",negative
383,"Very well done. Great writing, directing, and acting. Beautiful choreography and cinematography. Loved the costumes.",positive
